"id","configurationId","bathrooms","privateBathrooms","publicBathrooms","balcony","furnishedType","furnishingType","lift","ageOfProperty","parkingType","listingType","floorPlanImage","carpetArea","price","propertyImages","maintenanceCharges","aboutProperty","createdAt","updatedAt"
"cmfgp97ei0003vxiubxjn87zv","cmfdyb2yd006uvc90uba2ys2y","8",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025375-8c1c881fc556c580.jpg","714","7624000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025375-b7d209814ec2b899.jpg"",""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757573877398-e4d685da0a0dfae1.jpg""]",,"NA","2025-09-12 10:33:43.807","2025-09-12 10:33:43.807"
"cmfgp9avl000mvxiui2lz3xmj","cmfdyb2ye006xvc90tgudor3v","3",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025375-6d208dc15b1ffe3b.jpg","954","9900000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025385-aedb0110dffa5f27.jpg""]",,"NA","2025-09-12 10:33:48.369","2025-09-12 10:33:48.369"
"cmfgp9avl000nvxiu2x1yqc8h","cmfdyb2ye006xvc90tgudor3v","3",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025386-cd046b94df0f53d9.jpg","973","11000000","[]",,"NA","2025-09-12 10:33:48.369","2025-09-12 10:33:48.369"
"cmfp02pgf0023vxxulf38fhsj","cmfozqxd90001vxxuau2xc6lj","8",,,"8","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174783708-6bab276d8a2b3207.jpg","9.79","10088000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174623697-27c4f71a991e078c.jpg""]",,"asdfghjk","2025-09-18 05:58:45.853","2025-09-18 05:58:45.853"
"cmfp02t4b002dvxxu826dader","cmfozzj19001rvxxuloxiehen","99",,,"987","SEMI_FURNISHED","[""KITCHEN_APPLIANCES"",""BASIC_FURNITURE""]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174963753-1d59b6ee8bc63eff.jpg","9","980000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174963765-07ee6ee92139cc03.jpeg""]",,"asdfghjkl;vbn","2025-09-18 05:58:50.603","2025-09-18 05:58:50.603"
"cmfp02t6d002fvxxubqj69fmu","cmfozzj19001rvxxuloxiehen","10",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758175122464-bb8651e2ee2d0642.png","3","120000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758175122464-0dead4f474b5ccbc.jpg""]",,"about property","2025-09-18 05:58:50.603","2025-09-18 05:58:50.603"
"cmftjwws80005vx55hh50oj5t","cmftjwws80004vx55yx8nel0u","1",,,"2","SEMI_FURNISHED","[""KITCHEN_APPLIANCES"",""WARDROBE""]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758450157387-61f41f3b1aba317d.jpg","12","20000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758450157413-fd5b7567dbd1a680.png""]",,"about this property hahah","2025-09-21 10:25:12.438","2025-09-21 10:25:12.438"
"cmftjwws80007vx55btfpj0zh","cmftjwws80006vx55x3s20w2u","1",,,"2","UNFURNISHED","[]","false",,,"Sell",,"122","10000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758450157414-15c5ef82cad99022.jpg""]",,"ABOUT PROPERTY ","2025-09-21 10:25:12.438","2025-09-21 10:25:12.438"
"cmfw5ivrc0005vxnktgx2aruy","cmfw5ivrc0004vxnkqlpfdbae","5",,,"4","SEMI_FURNISHED","[""LIGHTS_FANS"",""BASIC_FURNITURE""]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532938-1eb357675429379e.jpg","8","80000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532944-b93d0b2a52058cc7.webp""]",,"asdfghj","2025-09-23 06:05:41.83","2025-09-23 06:05:41.83"
"cmfw5ivrd0007vxnk9hpgpk3m","cmfw5ivrd0006vxnk2bia4myh","99",,,"88","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532944-ac73972e2cdcdbfb.jpg","69","960000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532944-e10a4f6be6b3cc76.jpg""]",,"described huh ...?","2025-09-23 06:05:41.83","2025-09-23 06:05:41.83"
"cmfwd3781000cvxgxh6ehnao5","cmfwd3781000bvxgx5ilktqht","10",,,"12","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758620243241-c0143b04ebeb03b2.jpg","2","30000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758620243242-5810bb1b43a5db87.webp""]",,"about property","2025-09-23 09:37:27.119","2025-09-23 09:37:27.119"
"cmfxrvmud000dqq13dhmztds7","cmfxrvmud000cqq134yeaya3o","1",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551545-37ea5c3b2ad1281f.jpeg","413.23","10900000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551546-edea4e482b14fe41.jpg""]",,"Na","2025-09-24 09:19:14.532","2025-09-24 09:19:14.532"
"cmfxrvmud000fqq13a1u44y3m","cmfxrvmud000eqq13dl82i5js","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551547-58f19a494160e237.jpeg","705.14","18700000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551548-68b2c475624ac9aa.jpg""]",,"Na","2025-09-24 09:19:14.532","2025-09-24 09:19:14.532"
"cmfxrvmud000gqq13js3rz2zw","cmfxrvmud000eqq13dl82i5js","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551549-35d879317c8edbda.jpeg","646.91","17200000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551550-8dd99bd7e0de26db.jpg""]",,"Na","2025-09-24 09:19:14.532","2025-09-24 09:19:14.532"
"cmfxrvmud000iqq13q80pzcvk","cmfxrvmud000hqq136m0p71jv","3",,,"3","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551551-788c3a56eab050d8.jpeg","901.26","23900000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551551-635af274c30c9045.jpg""]",,"NA","2025-09-24 09:19:14.532","2025-09-24 09:19:14.532"
"cmfxtgtby000dvxovucxxqsad","cmfxtgtby000cvxovsdc7rfa6","9",,,"9","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758708115716-31db7b2bcb6394ec.webp","7","80000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758708115716-b28e6ee1732f2e2b.webp""]",,"sdfghjn","2025-09-24 10:03:42.333","2025-09-24 10:03:42.333"
"cmfxwmse70005qq093vr7rk2k","cmfxwmse70004qq0987ge7h2b","1",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758713537111-51daa54aa4442c6d.jpg","331.85","7944000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758713537116-09ebbf05ef9abbaa.jpg""]",,"1 RK APARTMENTS","2025-09-24 11:32:19.903","2025-09-24 11:32:19.903"
"cmfxxh08t0017qq09qd68njyj","cmfxxh08t0016qq09wmpw7s17","1",,,"1","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944558-7c8147da421f3025.jpg","396.97","10700000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944560-7c164d7b1cc645f7.jpg""]",,"NA","2025-09-24 11:55:49.757","2025-09-24 11:55:49.757"
"cmfxxh08u0019qq098khzka3e","cmfxxh08u0018qq09k3wwm63q","2",,,"4","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944560-a72d3b85432ed5df.jpg","568.98","15300000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944561-7778f9768558b3c0.jpg""]",,"NA","2025-09-24 11:55:49.757","2025-09-24 11:55:49.757"
"cmfxxh08u001aqq09otdgddxp","cmfxxh08u0018qq09k3wwm63q","2",,,"2","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944562-d6e4bab26b0d4fef.jpg","619.89","16700000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758714944562-e50632ef4ec31e1b.jpg""]",,"NA","2025-09-24 11:55:49.757","2025-09-24 11:55:49.757"
"cmfz8hny50001wkcc52edymyk","cmfdxi4sx005uvc90ek5w6w18","1",,,"1","FURNISHED","[""KITCHEN_APPLIANCES"",""LIGHTS_FANS"",""WARDROBE"",""MODULAR_KITCHEN""]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757505674362-a03f1a776276e18c.jpg","497","30400000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757505674367-357debf889702320.jpg""]",,"NA","2025-09-25 09:52:02.418","2025-09-25 09:52:02.418"
"cmfz8hs5g000bwkccafirnr9h","cmfdxi4sx005wvc90x44fqzb5","0",,,"0","UNFURNISHED","[]","false",,,"Sell","https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757505674380-a846f28fd0ac4508.jpg","805","49000000","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757505674385-88d968255a68bec4.jpg""]",,"NA","2025-09-25 09:52:07.876","2025-09-25 09:52:07.876"
